OSM_ID,Street_Name,Latitude,Longitude
38139091,Avis Road,-29.8243381,30.9833644
43672488,Aviswood Road,-29.919773,30.9060709
43886827,Avoca Hills Drive,-29.7531689,31.001381
48391688,Avoca Road,-29.7666897,31.0141843
43886877,Avocado Grove,-29.7594639,31.0058036
98645139,Avocado Place,-29.5823619,30.4245872
45445794,Avocadopear Street,-29.6683638,31.0601112
124710209,Avokado Kroon,-28.7643148,32.057054
48610773,Avon Crescent,-29.799322,31.0324705
41571304,Avon Drive,-29.8241127,30.914746
42897279,Avon Place,-29.8238328,30.8943362
459396933,Avon Road,-30.9288215,30.3074365
8795092,Avondale Drive,-29.5376877,31.2092048
48666943,Avondale Road,-29.8370288,31.0143914
45881263,Avonford Crescent,-29.69713,31.0056109
420331101,Avonlee,-29.7357343,31.0599187
